[[{'duration': 3.48, 'start': 0.04, 'text': '안녕하세요. 조코딩입니다. 바이브'},
  {'duration': 3.839, 'start': 4862.4, 'text': '시간대는 대한민국 그럼 달러로 해서'},
  {'duration': 3.639, 'start': 4864.6, 'text': '다음으로 넘어가도록 하겠습니다.'},
  {'duration': 3.48, 'start': 4866.239, 'text': '그다음 비즈니스 세부 정보는 요거는'},
  {'duration': 3.161, 'start': 4868.239, 'text': '사실 아무거나 하셔도 되긴 합니다.'},
  {'duration': 4.041, 'start': 4869.719, 'text': '이제 카테고리 분류하려고 이렇게 하는'},
  {'duration': 4.36, 'start': 4871.4, 'text': '건데 저희는 뭐 엔터테인먼트 자금'},
  {'duration': 3.919, 'start': 4873.76, 'text': '이렇게 하고 비즈니스 목표는 보통'},
  {'duration': 3.76, 'start': 4875.76, 'text': '저희가 하려는 건 지금 단계에서는'},
  {'duration': 3.681, 'start': 4877.679, 'text': '요거죠. 네. 나중에는 요런 것도 할'},
  {'duration': 3.4, 'start': 4879.52, 'text': '수 있을 텐데 일단은 요렇게 두 개'},
  {'duration': 3.64, 'start': 4881.36, 'text': '하고 만들어 보도록 하겠습니다.'},
  {'duration': 3.96, 'start': 4882.92, 'text': '그리고 GDPR 요게 이제 요즘에'},
  {'duration': 3.04, 'start': 4885.0, 'text': '유럽에서 이제 데이터 관련해 가지고'},
  {'duration': 2.92, 'start': 4886.88, 'text': '요런 거 뜨는 거 있잖아요. 뭐'},
  {'duration': 3.92, 'start': 4888.04, 'text': '어그리 노 땡큐 이렇게 뜨는 거.'},
  {'duration': 3.64, 'start': 4889.8, 'text': '그걸로 이제 어그리를 해야지만 이제'},
  {'duration': 3.48, 'start': 4891.96, 'text': '데이터 분석을 할 수 있는 그 법이'},
  {'duration': 3.52, 'start': 4893.44, 'text': '있는데 그래서 요거 약관 때문에'},
  {'duration': 3.32, 'start': 4895.44, 'text': '동의해 달라는 그런 이야기입니다.'},
  {'duration': 4.08, 'start': 4896.96, 'text': '그다음에 이제 데이터 수집 단계까지'},
  {'duration': 4.76, 'start': 4898.76, 'text': '오셨으면 여기서 웹을 선택해 줍니다.'},
  {'duration': 4.04, 'start': 4901.04, 'text': '웹사이트 선택을 해 주시면네 웹사이트'},
  {'duration': 3.159, 'start': 4903.52, 'text': '주소를 입력할 수가 있는데요. 네.'},
  {'duration': 3.52, 'start': 4905.08, 'text': '여기서 지난번에 저희가 클라우드'},
  {'duration': 4.04, 'start': 4906.679, 'text': '플레이어 통해서 여기다 배포했잖아요.'},
  {'duration': 4.4, 'start': 4908.6, 'text': '각자 본인만의 주소가 있으실 텐데요'},
  {'duration': 4.281, 'start': 4910.719, 'text': '주소를 복사해 가지고 여기다 넣고요.'},
  {'duration': 3.76, 'start': 4913.0, 'text': '그리고 위크원이라고 지어 주도록'},
  {'duration': 4.36, 'start': 4915.0, 'text': '하겠습니다. 그리고 요거 기본적으로'},
  {'duration': 4.2, 'start': 4916.76, 'text': '향상제 측정 켜 주시면은 기본적으로이'},
  {'duration': 4.24, 'start': 4919.36, 'text': '많은 데이터들이 다 측정이 됩니다.'},
  {'duration': 4.679, 'start': 4920.96, 'text': '페이지 들어오고 뭐 스크롤하고 나가고'},
  {'duration': 3.48, 'start': 4923.6, 'text': '사이트 검색 동영상 호 이런 거에 다'},
  {'duration': 3.481, 'start': 4925.639, 'text': '추적이 됩니다. 이제 여러분들이이'},
  {'duration': 3.52, 'start': 4927.08, 'text': '사이트에서 무슨 행동을 하는지 다 알'},
  {'duration': 3.96, 'start': 4929.12, 'text': '수가 있습니다. 그리고 만들고'},
  {'duration': 4.28, 'start': 4930.6, 'text': '계속하기 누르고 이제 위크원이'},
  {'duration': 3.88, 'start': 4933.08, 'text': '만들어졌습니다. 네. 그다음에요'},
  {'duration': 3.759, 'start': 4934.88, 'text': '화살표 여기 누르면은 요렇게 측정'},
  {'duration': 3.719, 'start': 4936.96, 'text': '아이디나 뭐 이런 것들이 나옵니다.'},
  {'duration': 3.56, 'start': 4938.639, 'text': '아직 태그가 활성화돼 있지 않다라고'},
  {'duration': 3.241, 'start': 4940.679, 'text': '돼 있는데 요거는 어떻게 하냐? 태그'},
  {'duration': 3.281, 'start': 4942.199, 'text': '안내 보기를 눌러 보시면 요렇게'},
  {'duration': 2.96, 'start': 4943.92, 'text': '설치를 어떻게 하는지가 나와'},
  {'duration': 3.159, 'start': 4945.48, 'text': '있습니다. 이제 내 사이트에 이걸'},
  {'duration': 3.44, 'start': 4946.88, 'text': '설치해야 추적을 할 수가 있겠죠.'},
  {'duration': 3.761, 'start': 4948.639, 'text': '그래서 추적하는 방법은 이제 직접'},
  {'duration': 4.24, 'start': 4950.32, 'text': '설치 코딩으로 개발이 돼 있다면 이제'},
  {'duration': 4.319, 'start': 4952.4, 'text': '직접 설치를 눌러 가지고 구글 태그'},
  {'duration': 3.88, 'start': 4954.56, 'text': '요거를 이제 헤드 요소 바로 다음에'},
  {'duration': 3.561, 'start': 4956.719, 'text': '넣어 달라고 합니다. 그러면 요거를'},
  {'duration': 3.6, 'start': 4958.44, 'text': '복사해 가지고 이제 저희 파이어베이스'},
  {'duration': 3.439, 'start': 4960.28, 'text': '스튜디오 들어오셔서 여기서부터 이제'},
  {'duration': 3.72, 'start': 4962.04, 'text': 'AI를 써 보도록 하겠습니다.이 원래'},
  {'duration': 3.601, 'start': 4963.719, 'text': '사람이 하려면 여기 헤드태그에다가'},
  {'duration': 3.64, 'start': 4965.76, 'text': '요렇게 구글 태그 이렇게 넣으면'},
  {'duration': 3.839, 'start': 4967.32, 'text': '되거든요. 사실 이제 모든 페이지에'},
  {'duration': 4.44, 'start': 4969.4, 'text': '다이 태그가 들어가 있으면 좋잖아요.'},
  {'duration': 5.361, 'start': 4971.159, 'text': '그래서 클로드나 제미나이나 코덱스나'},
  {'duration': 5.0, 'start': 4973.84, 'text': 'AI로 들어가셔 가지고 AI에게 시켜'},
  {'duration': 4.88, 'start': 4976.52, 'text': '보도록 하겠습니다. 모든 HTML의'},
  {'duration': 5.12, 'start': 4978.84, 'text': '아래 태그 추가해 줘. 그리고 복사한'},
  {'duration': 4.72, 'start': 4981.4, 'text': 'G태그 넣어 달라고 시키시면 됩니다.'},
  {'duration': 4.08, 'start': 4983.96, 'text': '네. 이렇게 하면은 알아서 다 추가를'},
  {'duration': 3.68, 'start': 4986.12, 'text': '해 주겠죠. 지금 열심히 추가를 하고'},
  {'duration': 3.52, 'start': 4988.04, 'text': '있습니다. 네. 그럼 모든 사이트에'},
  {'duration': 4.24, 'start': 4989.8, 'text': '요렇게 태그가 추가가 되겠죠. 네.'},
  {'duration': 4.84, 'start': 4991.56, 'text': '그러면 요렇게만 해도 사실 기본적인'},
  {'duration': 3.679, 'start': 4994.04, 'text': '어떤 웹사이트의 행동들은 다 추적이'},
  {'duration': 3.839, 'start': 4996.4, 'text': '됩니다. 그래서 요것만 해도 굉장히'},
  {'duration': 3.881, 'start': 4997.719, 'text': '강력한데 여기에 이제 추가적인 것들도'},
  {'duration': 3.0, 'start': 5000.239, 'text': '더 붙일 수가 있습니다. 그다음에'},
  {'duration': 3.8, 'start': 5001.6, 'text': '어떻게 해야 될까요? 지난주 거 약간'},
  {'duration': 4.161, 'start': 5003.239, 'text': '복습을 해 보자면 기터브랑 연동을 해'},
  {'duration': 4.44, 'start': 5005.4, 'text': '가지고 그다음에 웹사이트랑 올리는 걸'},
  {'duration': 4.279, 'start': 5007.4, 'text': '연결 해 놨죠. 기에다가 올려서'},
  {'duration': 3.68, 'start': 5009.84, 'text': '실제로 배포해 줘. 그럼 깃에서'},
  {'duration': 4.081, 'start': 5011.679, 'text': '커밋하고 배포하겠습니다라고 하죠.'},
  {'duration': 4.0, 'start': 5013.52, 'text': '그러면 기 푸시라는게 수행이 알아서'},
  {'duration': 3.64, 'start': 5015.76, 'text': '되고 있죠. 이제 완료가 됐다고'},
  {'duration': 3.96, 'start': 5017.52, 'text': '합니다. 성공적으로 배포가 됐다고'},
  {'duration': 3.759, 'start': 5019.4, 'text': '하니까 방금 전에 이게 올라와 가지고'},
  {'duration': 3.159, 'start': 5021.48, 'text': '이제 배포가 된 거를 볼 수가'},
  {'duration': 3.681, 'start': 5023.159, 'text': '있습니다. 그러면 이제 반영이'},
  {'duration': 4.841, 'start': 5024.639, 'text': '됐겠죠? 그러면 이제 마우스 클릭,'},
  {'duration': 4.68, 'start': 5026.84, 'text': '검사 누르셔 가지고 헤드를 보시면'},
  {'duration': 4.08, 'start': 5029.48, 'text': '여기에 G태그가 추가된 거를 볼 수가'},
  {'duration': 4.24, 'start': 5031.52, 'text': '있습니다. 이제부터는 내가 접속해'},
  {'duration': 4.0, 'start': 5033.56, 'text': '가지고 사이트에서 뭘 클릭하고 뭘'},
  {'duration': 3.04, 'start': 5035.76, 'text': '스크롤하고 했는지가 다 추적이'},
  {'duration': 2.96, 'start': 5037.56, 'text': '됩니다. 이제 설정을 마무리해'},
  {'duration': 3.52, 'start': 5038.8, 'text': '보겠습니다. 추가됐으니까 이제'},
  {'duration': 4.04, 'start': 5040.52, 'text': '테스트해 보면 잘 나올 겁니다.'},
  {'duration': 3.879, 'start': 5042.32, 'text': '테스트 버튼 누르면은 예, 여기서도'},
  {'duration': 3.24, 'start': 5044.56, 'text': '테스트가 되고 있죠. 어, 오케이'},
  {'duration': 3.641, 'start': 5046.199, 'text': '떴습니다. 이제 잘 들어간 거를 볼'},
  {'duration': 3.68, 'start': 5047.8, 'text': '수가 있죠. 다음 누르고 데이터 수집'},
  {'duration': 3.319, 'start': 5049.84, 'text': '대기 중입니다. 그래서 이제는'},
  {'duration': 3.6, 'start': 5051.48, 'text': '사람들이 들어올 때마다 구글'},
  {'duration': 3.761, 'start': 5053.159, 'text': '애널리틱스랑 연동이 돼 가지고 지금'},
  {'duration': 3.44, 'start': 5055.08, 'text': '데이터가 계속 쌓이고 있을 거거든요.'},
  {'duration': 2.759, 'start': 5056.92, 'text': '근데 물론 조금 더 세부적으로 할'},
  {'duration': 3.0, 'start': 5058.52, 'text': '수도 있어요. 예를 들어 뭐 메뉴'},
  {'duration': 4.321, 'start': 5059.679, 'text': '추천 받기 이런 거 클릭한 사람, 뭐'},
  {'duration': 4.84, 'start': 5061.52, 'text': '요걸 누른 사람 이걸 다 버튼마다 뭐'},
  {'duration': 3.92, 'start': 5064.0, 'text': '달아놓고 어디마다 달아놓고 해서 모든'},
  {'duration': 3.48, 'start': 5066.36, 'text': '걸 다 추적할 수도 있습니다. 이렇게'},
  {'duration': 3.4, 'start': 5067.92, 'text': '일단 구글 애널리틱스도 연동했고요.'},
  {'duration': 3.0, 'start': 5069.84, 'text': '그다음에 또 하나 무료 툴이 더'},
  {'duration': 3.28, 'start': 5071.32, 'text': '있습니다. 마이크로소프트의'},
  {'duration': 3.879, 'start': 5072.84, 'text': '클레리티라는 툴이 있거든요.'},
  {'duration': 3.639, 'start': 5074.6, 'text': '히트맵이라고 해서 여기를 사람들이'},
  {'duration': 3.0, 'start': 5076.719, 'text': '많이 마우스가 왔다 갔다 했다.'},
  {'duration': 2.96, 'start': 5078.239, 'text': '여기를 왔다 갔다 많이 했다. 뭐'},
  {'duration': 3.241, 'start': 5079.719, 'text': '여기를 클릭을 많이 했다. 이런'},
  {'duration': 3.44, 'start': 5081.199, 'text': '것들이 싹 다 추적이 됩니다. 그래서'},
  {'duration': 3.04, 'start': 5082.96, 'text': '클레어리티 여기도 들어가 보도록'},
  {'duration': 3.921, 'start': 5084.639, 'text': '하겠습니다. 네. 이게 좋은 점이'},
  {'duration': 4.84, 'start': 5086.0, 'text': '클레어리티랑 구글 애널리틱스랑 연동이'},
  {'duration': 4.639, 'start': 5088.56, 'text': '가능해요. 함께 붙여 가지고 실제로'},
  {'duration': 4.279, 'start': 5090.84, 'text': '이렇게 히트맵도 보면서 실제 데이터도'},
  {'duration': 3.48, 'start': 5093.199, 'text': '보면서 행동도 보면서 다 할 수가'},
  {'duration': 3.481, 'start': 5095.119, 'text': '있습니다. 미리 좀 보여 드리면 여기'},
  {'duration': 2.96, 'start': 5096.679, 'text': '세션 레코딩도 됩니다. 동영상으로'},
  {'duration': 3.32, 'start': 5098.6, 'text': '실제 볼 수가 있어요. 그래서'},
  {'duration': 3.881, 'start': 5099.639, 'text': '여러분들이 사이트에서 뭘 받는지 다'},
  {'duration': 3.199, 'start': 5101.92, 'text': '알고 있습니다. 한번 바로 연동해'},
  {'duration': 3.32, 'start': 5103.52, 'text': '보도록 하겠습니다. 시작 버튼을'},
  {'duration': 3.961, 'start': 5105.119, 'text': '눌러서 연동을 해 보겠습니다. 그러면'},
  {'duration': 4.44, 'start': 5106.84, 'text': '로그인을 하는데 저희는 이제 구글이랑'},
  {'duration': 4.28, 'start': 5109.08, 'text': '연동해 가지고요 애널스랑 연동할 거기'},
  {'duration': 3.64, 'start': 5111.28, 'text': '때문에이 애널리틱스 붙이신 구글'},
  {'duration': 3.56, 'start': 5113.36, 'text': '아이디 있잖아요. 요걸로 로그인을 해'},
  {'duration': 3.719, 'start': 5114.92, 'text': '보겠습니다. 그래서 네, 허용합니다.'},
  {'duration': 3.52, 'start': 5116.92, 'text': '메일은 굳이 안 받아도 되겠죠? 계속'},
  {'duration': 4.04, 'start': 5118.639, 'text': '프로젝트를 만들어 봅시다. 네. 한번'},
  {'duration': 4.08, 'start': 5120.44, 'text': '입력을 해 보겠습니다. 조코딩이고'},
  {'duration': 3.56, 'start': 5122.679, 'text': '사이트 주소 넣어 주고요. 웹사이트'},
  {'duration': 3.92, 'start': 5124.52, 'text': '업계는 적절한 거 선택하시면'},
  {'duration': 4.721, 'start': 5126.239, 'text': '되겠습니다. 그리고 프로젝트 추가하고'},
  {'duration': 5.04, 'start': 5128.44, 'text': '그래서 거의 완료됐습니다. 하고 이제'},
  {'duration': 4.32, 'start': 5130.96, 'text': '설치하는게 여기 보시면 아래쪽에 구글'},
  {'duration': 3.239, 'start': 5133.48, 'text': '애널리틱스 통합이라는게 있거든요.'},
  {'duration': 3.32, 'start': 5135.28, 'text': '요거 링크는 제가 따로 남겨'},
  {'duration': 3.361, 'start': 5136.719, 'text': '드릴게요. 요걸로 들어가시면 됩니다.'},
  {'duration': 3.24, 'start': 5138.6, 'text': '그래서 이제 통합을 해 보도록'},
  {'duration': 4.4, 'start': 5140.08, 'text': '하겠습니다. 시작을 눌러 가지고 구글'},
  {'duration': 5.52, 'start': 5141.84, 'text': '계정이랑 연동해서네 모드 선택 계속'},
  {'duration': 5.239, 'start': 5144.48, 'text': '눌러 주시면은네 연결할 사이트 저희가'},
  {'duration': 4.0, 'start': 5147.36, 'text': '위크원으로 구글 애널스에서 만들었죠.'},
  {'duration': 3.52, 'start': 5149.719, 'text': '그래서 저장을 해 주시면 연결이'},
  {'duration': 3.44, 'start': 5151.36, 'text': '됐습니다. 네, 여기에 연결이 잘 된'},
  {'duration': 3.161, 'start': 5153.239, 'text': '거를 볼 수가 있죠. 요것도 그럼'},
  {'duration': 3.319, 'start': 5154.8, 'text': '마찬가지로 태그 한번 붙여 놓도록'},
  {'duration': 3.719, 'start': 5156.4, 'text': '하겠습니다. 여기서 이제 수동으로'},
  {'duration': 4.6, 'start': 5158.119, 'text': '설치 추적 코드 받기. 요걸 복사해'},
  {'duration': 4.481, 'start': 5160.119, 'text': '가지고 파이어베이스 들어가서 MS'},
  {'duration': 3.96, 'start': 5162.719, 'text': '클레어리티도'},
  {'duration': 3.68, 'start': 5164.6, 'text': '추가해 줘. 이렇게 하고 아까 코드'},
  {'duration': 3.841, 'start': 5166.679, 'text': '복사한 거 붙여 놨거든요. 그러면'},
  {'duration': 4.0, 'start': 5168.28, 'text': '요걸로 알아서 또 추가를 해 줍니다.'},
  {'duration': 3.28, 'start': 5170.52, 'text': '이제 모든 파일에 추가 완료했고요.'},
  {'duration': 3.359, 'start': 5172.28, 'text': '커밋하고 배포까지 알아서 하고'},
  {'duration': 4.24, 'start': 5173.8, 'text': '있습니다. 이제 완료가 됐습니다.'},
  {'duration': 4.401, 'start': 5175.639, 'text': '히트맵과 세션 녹화 데이터까지 다'},
  {'duration': 3.76, 'start': 5178.04, 'text': '확인을 하실 수가 있겠습니다. 두 개'},
  {'duration': 4.199, 'start': 5180.04, 'text': '저희 붙인 거를 좀 소개를 드리면'},
  {'duration': 4.0, 'start': 5181.8, 'text': '구글 애널리틱스는 숫자나 지표를 좀'},
  {'duration': 2.92, 'start': 5184.239, 'text': '파악하는 용도다라고 보시면 될 거'},
  {'duration': 3.28, 'start': 5185.8, 'text': '같고요. 마이크로소프트에서 제공하는'},
  {'duration': 4.08, 'start': 5187.159, 'text': '클레어리티는 사람들이 실제로 어떻게'},
  {'duration': 3.88, 'start': 5189.08, 'text': '했는지를 움직임이나 뭐 이런 세션'},
  {'duration': 3.201, 'start': 5191.239, 'text': '데이터 이런 걸 다 녹화해 가지고 볼'},
  {'duration': 3.44, 'start': 5192.96, 'text': '수 있는 툴이다라고 보시면'},
  {'duration': 3.88, 'start': 5194.44, 'text': '되겠습니다. 그러면 세부적으로 구글'},
  {'duration': 3.48, 'start': 5196.4, 'text': '애널스 보는 방법 소개를 드리도록'},
  {'duration': 3.319, 'start': 5198.32, 'text': '하겠습니다. 이미 붙어 있는 걸 보면'},
  {'duration': 3.96, 'start': 5199.88, 'text': '좋겠죠? 그래서 제 거를 공개하도록'},
  {'duration': 4.04, 'start': 5201.639, 'text': '하겠습니다. 제가 만든 거 중에 제일'},
  {'duration': 3.2, 'start': 5203.84, 'text': '방문자 수가 많은 동물상 테스트를'},
  {'duration': 3.161, 'start': 5205.679, 'text': '보도록 하겠습니다. 좀 운영을 해'},
  {'duration': 3.599, 'start': 5207.04, 'text': '보셨다 하면은 요런 식으로 되어'},
  {'duration': 4.44, 'start': 5208.84, 'text': '있습니다. 딱 들어오시면 이런 식으로'},
  {'duration': 4.08, 'start': 5210.639, 'text': '여러 개의 속성들로 각각 사이트를 다'},
  {'duration': 2.959, 'start': 5213.28, 'text': '연결할 수가 있거든요. 한 번만'},
  {'duration': 3.241, 'start': 5214.719, 'text': '가입하신 다음에 이렇게 속성을'},
  {'duration': 3.321, 'start': 5216.239, 'text': '추가하시면 됩니다. 뭐 기본적으로 홈'},
  {'duration': 3.719, 'start': 5217.96, 'text': '화면에 요런 식으로 뜹니다. 주요'},
  {'duration': 3.8, 'start': 5219.56, 'text': '데이터들 확인할 수가 있죠. 활성자'},
  {'duration': 3.0, 'start': 5221.679, 'text': '지난 30일 동안 뭐 몇 명이'},
  {'duration': 3.04, 'start': 5223.36, 'text': '들어왔나? 저 4만 명이 왔다고'},
  {'duration': 3.601, 'start': 5224.679, 'text': '합니다. 페이 조이스 얼마고 이벤트'},
  {'duration': 3.719, 'start': 5226.4, 'text': '저희가 추적하고 있는 것들 몇 개'},
  {'duration': 3.24, 'start': 5228.28, 'text': '발생했는지 이렇게 다 추적이 되고'},
  {'duration': 3.441, 'start': 5230.119, 'text': '있고요. 그리고 국가도 알 수'},
  {'duration': 3.599, 'start': 5231.52, 'text': '있습니다. 30분 동안에 53명이'},
  {'duration': 3.76, 'start': 5233.56, 'text': '들어왔다고 하는데 어느 국가에서'},
  {'duration': 3.801, 'start': 5235.119, 'text': '왔는지 실시간 보기를 누르면'},
  {'duration': 3.839, 'start': 5237.32, 'text': '실시간으로 이렇게 추적도 됩니다.'},
  {'duration': 4.16, 'start': 5238.92, 'text': '방금 전까지 누가 얼마나 어느'},
  {'duration': 4.121, 'start': 5241.159, 'text': '국가에서 왔나 그리고 어디서 왔는지'},
  {'duration': 4.079, 'start': 5243.08, 'text': '구글에서 검색해서 왔는지 기터브'},
  {'duration': 3.08, 'start': 5245.28, 'text': '통해서 왔는지 블로그 통해서 왔는지'},
  {'duration': 3.241, 'start': 5247.159, 'text': '다 추적이 됩니다. 네. 그리고'},
  {'duration': 3.359, 'start': 5248.36, 'text': '보고서로 보시면 그 외에도 되게'},
  {'duration': 3.4, 'start': 5250.4, 'text': '다양한 정보들 볼 수 있습니다. 뭐'},
  {'duration': 4.281, 'start': 5251.719, 'text': '예를 들어서 뭐 사용자 속성의 인구'},
  {'duration': 4.0, 'start': 5253.8, 'text': '통계 이런 거 보면은 한국이 몇 명'},
  {'duration': 4.44, 'start': 5256.0, 'text': '뭐 러시아도 많이 왔네요. 국가뿐만'},
  {'duration': 4.839, 'start': 5257.8, 'text': '아니라 뭐 지역, 언어, 연령 다 볼'},
  {'duration': 4.16, 'start': 5260.44, 'text': '수가 있겠습니다. 그래서 이제 주요한'},
  {'duration': 3.921, 'start': 5262.639, 'text': '지표들을 좀 소개를 드릴 텐데 가장'},
  {'duration': 3.559, 'start': 5264.6, 'text': '좀 많이 나오는 용어들, 개념을'},
  {'duration': 3.36, 'start': 5266.56, 'text': '알아두시면 좋을 것들 좀 소개를 드릴'},
  {'duration': 4.721, 'start': 5268.159, 'text': '텐데 예를 들어 뭐 사용자 재방문'},
  {'duration': 5.199, 'start': 5269.92, 'text': '이런 거 있을 때 DAU, MAU,'},
  {'duration': 4.279, 'start': 5272.88, 'text': 'WAU 이런 개념들이 있습니다. 이게'},
  {'duration': 3.881, 'start': 5275.119, 'text': '어떤 거냐면 별 얘기 아닌데 영어로'},
  {'duration': 3.921, 'start': 5277.159, 'text': '쓰니까 괜히 어렵거든요. DA가'},
  {'duration': 4.28, 'start': 5279.0, 'text': '뭐냐면 데일리 액티브 유저입니다.'},
  {'duration': 4.2, 'start': 5281.08, 'text': '1일별로 활동하는 유저입니다. 하루'},
  {'duration': 3.72, 'start': 5283.28, 'text': '동안의 유저가 보통 얼마나 들어오냐?'},
  {'duration': 4.04, 'start': 5285.28, 'text': '네. 이게 이제 DA라고 부르고요.'},
  {'duration': 4.6, 'start': 5287.0, 'text': '그다음에 WA는 위클리 일주일에 보통'},
  {'duration': 4.08, 'start': 5289.32, 'text': '몇 명 들어오냐? M가 먼슬리 월에'},
  {'duration': 3.2, 'start': 5291.6, 'text': '보통 몇 명 들어오냐 많이 나오니까'},
  {'duration': 3.0, 'start': 5293.4, 'text': '용어 알아두시면 좋을 것 같고요.'},
  {'duration': 3.439, 'start': 5294.8, 'text': '그다음에 요런 개념이 있습니다.'},
  {'duration': 3.319, 'start': 5296.4, 'text': '이벤트라는 용어가 되게 많이 나와요.'},
  {'duration': 3.601, 'start': 5298.239, 'text': '웹사이트에서 어떤 이벤트가'},
  {'duration': 4.681, 'start': 5299.719, 'text': '일어났다라고 하면은 클릭을 했거나 뭐'},
  {'duration': 4.48, 'start': 5301.84, 'text': '마우스 스크롤을 했거나 떠났거나 이런'},
  {'duration': 3.719, 'start': 5304.4, 'text': '모든 어떤 웹사이트 내에서 행동들을'},
  {'duration': 3.68, 'start': 5306.32, 'text': '다 이벤트라고 부릅니다. 네. 그래서'},
  {'duration': 4.241, 'start': 5308.119, 'text': '이것들을 싹 다 추적할 수 있어요.'},
  {'duration': 4.08, 'start': 5310.0, 'text': '그중에서이 이벤트 중에서 좀 주요한'},
  {'duration': 3.359, 'start': 5312.36, 'text': '것들이 있습니다. 회원 가입을 했다,'},
  {'duration': 3.84, 'start': 5314.08, 'text': '결제를 했다. 이런 거 되게'},
  {'duration': 4.081, 'start': 5315.719, 'text': '중요하잖아요. 이런 거는 전환이라고'},
  {'duration': 3.84, 'start': 5317.92, 'text': '부릅니다. 전환율이 어떻고 막 이런'},
  {'duration': 3.52, 'start': 5319.8, 'text': '얘기를 많이 하는데 이게 그냥 주요한'},
  {'duration': 2.879, 'start': 5321.76, 'text': '이벤트입니다. 그리고 이탈 이제'},
  {'duration': 2.72, 'start': 5323.32, 'text': '사용자가 떠났다 이런 거죠. 네.'},
  {'duration': 2.681, 'start': 5324.639, 'text': '자, 아무튼 요런 주요 개념이'},
  {'duration': 4.599, 'start': 5326.04, 'text': '있다라고 이해해 주시면 좋을 것'},
  {'duration': 5.16, 'start': 5327.32, 'text': '같고요. 그리고 AARRR이라는'},
  {'duration': 3.881, 'start': 5330.639, 'text': '개념이 있습니다. 요것도 알아두시면'},
  {'duration': 4.0, 'start': 5332.48, 'text': '이제 데이터 분석에서 틀로서 사용할'},
  {'duration': 4.36, 'start': 5334.52, 'text': '수 있는데요. 저희가 웹사이트 배울'},
  {'duration': 4.0, 'start': 5336.48, 'text': '때도 프론트 엔드가 있고 백엔드가'},
  {'duration': 3.799, 'start': 5338.88, 'text': '있다라는 걸 이제 1주차 과정에서'},
  {'duration': 4.32, 'start': 5340.48, 'text': '배웠잖아요. 이제 유저의 어떤 행동을'},
  {'duration': 5.04, 'start': 5342.679, 'text': '본다. 유저가 어떤 식으로 이동하는지'},
  {'duration': 4.879, 'start': 5344.8, 'text': '본다라고 한다면이 AARrR이라는'},
  {'duration': 3.681, 'start': 5347.719, 'text': '용어도 꽤 많이 씁니다. 한글로 좀'},
  {'duration': 3.121, 'start': 5349.679, 'text': '표현하자면 요겁니다. 사람들이 이렇게'},
  {'duration': 3.92, 'start': 5351.4, 'text': '내 사이트에 들어와요.이 이 사람이'},
  {'duration': 3.839, 'start': 5352.8, 'text': '이제 다운로드라는 어떤 주요 전환이'},
  {'duration': 3.2, 'start': 5355.32, 'text': '일어날 수가 있겠죠. 그래서 알게'},
  {'duration': 3.841, 'start': 5356.639, 'text': '되고 다운로드하고 그게 이제 회원'},
  {'duration': 3.96, 'start': 5358.52, 'text': '가입을 하고 그리고 그 유저가 현지를'},
  {'duration': 3.719, 'start': 5360.48, 'text': '하고 또 추천을 하는 요런 흐름으로'},
  {'duration': 3.679, 'start': 5362.48, 'text': '갑니다. 그러면 보통 알게 된'},
  {'duration': 3.361, 'start': 5364.199, 'text': '사람보다 다운로드 받은 사람은 적을'},
  {'duration': 2.881, 'start': 5366.159, 'text': '거 아니에요. 근데 다운로드 받은'},
  {'duration': 3.159, 'start': 5367.56, 'text': '사람 중에도 회원 가입도 안 하고'},
  {'duration': 3.32, 'start': 5369.04, 'text': '나간 사람도 있을 것이며 회원 가입을'},
  {'duration': 3.041, 'start': 5370.719, 'text': '한 사람은 더 적겠죠. 회원 가입한'},
  {'duration': 3.08, 'start': 5372.36, 'text': '사람 중에도 현질한 사람은 더'},
  {'duration': 3.28, 'start': 5373.76, 'text': '적겠죠. 그리고 현질한 사람 중에도'},
  {'duration': 3.0, 'start': 5375.44, 'text': '아 너무 좋아 가지고 막 추천하고'},
  {'duration': 2.76, 'start': 5377.04, 'text': '다니는 사람은 더 적겠죠. 요거는'},
  {'duration': 3.0, 'start': 5378.44, 'text': '이제 서비스에 따라서 좀 다를 수'},
  {'duration': 3.24, 'start': 5379.8, 'text': '있는데 대략적으로 그냥 요렇게'},
  {'duration': 3.48, 'start': 5381.44, 'text': '생겼다라고 이해해 주시면 좋을 것'},
  {'duration': 3.639, 'start': 5383.04, 'text': '같습니다. 그래서 1천명이 알았는데'},
  {'duration': 3.36, 'start': 5384.92, 'text': '이게 다운로드가 100명이 됐다'},
  {'duration': 3.401, 'start': 5386.679, 'text': '하면은 이제 10% 정도가 이게'},
  {'duration': 3.24, 'start': 5388.28, 'text': '전환이 됐다라고 이야기를 하고요.'},
  {'duration': 3.639, 'start': 5390.08, 'text': '그리고 900명은 이탈이 된'},
  {'duration': 4.4, 'start': 5391.52, 'text': '거잖아요. 요런 거를 막 줄여 나가고'},
  {'duration': 4.0, 'start': 5393.719, 'text': '하는게 이제 그로스 해킹이라고도 하고'},
  {'duration': 3.6, 'start': 5395.92, 'text': '아니면 뭐 제품 개선이라고도 하고'},
  {'duration': 3.721, 'start': 5397.719, 'text': '하는데 쉽게 말해서 이제 제품을 더'},
  {'duration': 3.32, 'start': 5399.52, 'text': '좋은 제품을 만들려면 많은 사람들이'},
  {'duration': 3.679, 'start': 5401.44, 'text': '다음 단계로 넘어오게 만들어야'},
